flickr_id,mos,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
CoverSong_1080P-0188,2.383,1920,1080,0,30,0,0,0
CoverSong_1080P-033d,4.433,1920,1080,0,30,0,0,0
CoverSong_1080P-0a86,4.228,1920,1080,0,30,0,0,0
CoverSong_1080P-0cdc,2.741,1920,1080,0,30,0,0,0
CoverSong_1080P-0f33,3.221,1920,1080,0,30,0,0,0
CoverSong_1080P-0f3a,4.358,1440,1080,0,30,0,0,0
CoverSong_1080P-1963,3.882,1920,1080,0,30,0,0,0
CoverSong_1080P-1b08,3.812,1920,1080,0,30,0,0,0
CoverSong_1080P-1b0c,3.763,1920,1080,0,30,0,0,0
CoverSong_1080P-2207,3.675,1440,1080,0,30,0,0,0
CoverSong_1080P-237f,3.893,1920,1080,0,30,0,0,0
CoverSong_1080P-3409,4.331,1920,1080,0,30,0,0,0
CoverSong_1080P-3499,4.193,1920,1080,0,30,0,0,0
CoverSong_1080P-3aac,3.381,1920,1080,0,30,0,0,0
CoverSong_1080P-3df8,3.827,1920,1080,0,30,0,0,0
CoverSong_1080P-4bad,4.298,1920,1080,0,30,0,0,0
CoverSong_1080P-5430,3.969,1920,1080,0,30,0,0,0
CoverSong_1080P-5456,3.736,1920,1080,0,30,0,0,0
CoverSong_1080P-5cae,3.209,1920,1080,0,30,0,0,0
CoverSong_1080P-5e69,3.29,1920,1080,0,30,0,0,0
CoverSong_1080P-5f92,4.043,1920,1080,0,30,0,0,0
CoverSong_1080P-6f26,4.288,1440,1080,0,30,0,0,0
CoverSong_360P-0a9d,2.538,640,360,0,30,0,0,0
CoverSong_360P-0aa2,2.511,640,360,0,30,0,0,0
CoverSong_360P-11f9,2.79,640,360,0,30,0,0,0
CoverSong_360P-13d2,2.578,640,360,0,30,0,0,0
CoverSong_360P-14b9,2.633,640,360,0,30,0,0,0
CoverSong_360P-1b2b,3.409,640,360,0,30,0,0,0
CoverSong_360P-2b4d,2.796,480,360,0,30,0,0,0
CoverSong_360P-3218,2.427,640,360,0,30,0,0,0
CoverSong_360P-4add,2.855,640,360,0,30,0,0,0
CoverSong_360P-53a6,3.235,640,360,0,30,0,0,0
CoverSong_360P-59d1,2.828,640,360,0,30,0,0,0
CoverSong_360P-5a24,2.789,640,360,0,30,0,0,0
CoverSong_360P-5d20,2.943,480,360,0,30,0,0,0
CoverSong_360P-67ec,2.404,640,360,0,30,0,0,0
CoverSong_360P-6d6a,3.273,640,360,0,30,0,0,0
CoverSong_360P-6da7,2.763,640,360,0,30,0,0,0
CoverSong_480P-0170,3.118,640,480,0,30,0,0,0
CoverSong_480P-1019,3.815,640,480,0,30,0,0,0
CoverSong_480P-1109,2.826,640,480,0,30,0,0,0
CoverSong_480P-2142,3.25,854,480,0,30,0,0,0
CoverSong_480P-2207,2.934,640,480,0,30,0,0,0
CoverSong_480P-2d2c,3.837,640,480,0,30,0,0,0
CoverSong_480P-3076,1.71,640,480,0,30,0,0,0
CoverSong_480P-35e1,3.608,640,480,0,30,0,0,0
CoverSong_480P-3e4b,2.877,640,480,0,30,0,0,0
CoverSong_480P-3e92,4.235,640,480,0,30,0,0,0
CoverSong_480P-3f3b,3.027,640,480,0,30,0,0,0
CoverSong_480P-4d34,2.677,640,480,0,30,0,0,0
CoverSong_480P-53f4,3.169,640,480,0,30,0,0,0
CoverSong_480P-59f2,3.418,720,480,0,30,0,0,0
CoverSong_480P-5b62,3.056,640,480,0,30,0,0,0
CoverSong_480P-60a6,2.369,640,480,0,30,0,0,0
CoverSong_480P-64d0,3.917,640,480,0,30,0,0,0
CoverSong_480P-6c3e,2.502,720,480,0,30,0,0,0
CoverSong_480P-6c50,2.729,640,480,0,30,0,0,0
CoverSong_480P-7f6d,3.048,854,480,0,30,0,0,0
CoverSong_720P-014c,2.618,1280,720,0,30,0,0,0
CoverSong_720P-0239,2.52,1280,720,0,30,0,0,0
CoverSong_720P-10f1,2.805,1280,720,0,30,0,0,0
CoverSong_720P-2d05,3.224,1280,720,0,30,0,0,0
CoverSong_720P-4006,3.414,1280,720,0,30,0,0,0
CoverSong_720P-449f,3.496,1280,720,0,30,0,0,0
CoverSong_720P-5689,2.317,960,720,0,30,0,0,0
CoverSong_720P-5ba2,2.834,1280,720,0,30,0,0,0
CoverSong_720P-60d3,2.991,1280,720,0,30,0,0,0
CoverSong_720P-6626,3.316,1280,720,0,30,0,0,0
CoverSong_720P-6b8c,2.988,1280,720,0,30,0,0,0
CoverSong_720P-6d6a,3.52,1280,720,0,30,0,0,0
CoverSong_720P-6d81,3.145,1280,720,0,30,0,0,0
CoverSong_720P-7360,2.798,1280,720,0,30,0,0,0
CoverSong_720P-7539,2.348,1280,720,0,30,0,0,0
Gaming_1080P-0ce6,3.968,1920,1080,0,30,0,0,0
Gaming_1080P-0ef8,3.781,1920,1080,0,30,0,0,0
Gaming_1080P-12d4,4.494,1920,1080,0,30,0,0,0
Gaming_1080P-13e3,4.434,1920,1080,0,30,0,0,0
Gaming_1080P-1704,4.295,1920,1080,0,30,0,0,0
Gaming_1080P-173a,3.013,1920,1080,0,30,0,0,0
Gaming_1080P-190d,3.898,1920,1080,0,30,0,0,0
Gaming_1080P-2221,4.239,1920,1080,0,30,0,0,0
Gaming_1080P-223e,4.283,1920,1080,0,30,0,0,0
Gaming_1080P-26dc,3.541,1920,1080,0,30,0,0,0
Gaming_1080P-277c,3.884,1920,1080,0,30,0,0,0
Gaming_1080P-29b1,3.829,1920,1080,0,30,0,0,0
Gaming_1080P-2e97,4.391,1920,1080,0,30,0,0,0
Gaming_1080P-35fa,3.035,1920,1080,0,30,0,0,0
Gaming_1080P-3a9d,3.872,1920,1080,0,30,0,0,0
Gaming_1080P-3d58,3.782,1920,1080,0,30,0,0,0
Gaming_1080P-44c4,3.839,1920,1080,0,30,0,0,0
Gaming_1080P-45af,4.373,1920,1080,0,30,0,0,0
Gaming_1080P-45fc,3.695,1920,1080,0,30,0,0,0
Gaming_1080P-4865,4.355,1920,1080,0,30,0,0,0
Gaming_1080P-51fc,4.377,1920,1080,0,30,0,0,0
Gaming_1080P-564e,4.322,1920,1080,0,30,0,0,0
Gaming_1080P-57ca,4.409,1920,1080,0,30,0,0,0
Gaming_1080P-58ba,3.952,1440,1080,0,30,0,0,0
Gaming_1080P-6530,3.92,1920,1080,0,30,0,0,0
Gaming_1080P-6578,4.399,1920,1080,0,30,0,0,0
Gaming_1080P-66d2,4.142,1920,1080,0,30,0,0,0
Gaming_1080P-698a,3.743,1920,1080,0,30,0,0,0
Gaming_1080P-6d53,3.821,1920,1080,0,30,0,0,0
Gaming_1080P-6db2,3.475,1920,1080,0,30,0,0,0
Gaming_1080P-6dc6,4.602,1920,1080,0,30,0,0,0
Gaming_1080P-6e45,2.517,1920,1080,0,30,0,0,0
Gaming_1080P-71a5,4.482,1920,1080,0,30,0,0,0
Gaming_1080P-72c8,4.366,1920,1080,0,30,0,0,0
Gaming_1080P-777b,4.05,1920,1080,0,30,0,0,0
Gaming_1080P-7a1e,4.024,1920,1080,0,30,0,0,0
Gaming_2160P-2b92,3.632,4096,2160,0,30,0,0,0
Gaming_2160P-2cb1,4.481,3840,2160,0,30,0,0,0
Gaming_2160P-2dc4,4.383,3840,2160,0,30,0,0,0
Gaming_2160P-3002,4.337,3840,2160,0,30,0,0,0
Gaming_2160P-348d,4.443,3840,2160,0,30,0,0,0
Gaming_2160P-34a1,4.414,3840,2160,0,30,0,0,0
Gaming_2160P-387f,4.513,3840,2160,0,30,0,0,0
Gaming_2160P-4139,3.923,3840,2160,0,30,0,0,0
Gaming_2160P-416f,4.332,3840,2160,0,30,0,0,0
Gaming_2160P-4258,4.067,3840,2160,0,30,0,0,0
Gaming_2160P-5c33,2.834,3840,2160,0,30,0,0,0
Gaming_2160P-5c53,4.309,3840,2160,0,30,0,0,0
Gaming_2160P-673d,4.165,3840,2160,0,30,0,0,0
Gaming_2160P-6bb6,4.537,3840,2160,0,30,0,0,0
Gaming_2160P-6cd8,4.31,3840,2160,0,30,0,0,0
Gaming_2160P-7e80,4.108,3840,2160,0,30,0,0,0
Gaming_360P-0b98,3.14,640,360,0,30,0,0,0
Gaming_360P-187a,3.133,640,360,0,30,0,0,0
Gaming_360P-2164,3.245,640,360,0,30,0,0,0
Gaming_360P-2330,2.607,640,360,0,30,0,0,0
Gaming_360P-2f99,3.281,640,360,0,30,0,0,0
Gaming_360P-3794,1.475,640,360,0,30,0,0,0
Gaming_360P-3eb6,3.184,640,360,0,30,0,0,0
Gaming_360P-4f09,3.506,640,360,0,30,0,0,0
Gaming_360P-56fe,2.439,640,360,0,30,0,0,0
Gaming_360P-586d,3.026,640,360,0,30,0,0,0
Gaming_360P-5e0f,3.012,464,360,0,30,0,0,0
Gaming_360P-6207,3.349,640,360,0,30,0,0,0
Gaming_360P-63e6,2.636,640,360,0,30,0,0,0
Gaming_360P-73c7,3.247,640,360,0,30,0,0,0
Gaming_360P-7975,2.761,640,360,0,30,0,0,0
Gaming_360P-7acb,3.059,640,360,0,30,0,0,0
Gaming_480P-0109,2.436,640,480,0,30,0,0,0
Gaming_480P-09ab,3.795,848,480,0,30,0,0,0
Gaming_480P-0a03,2.676,720,480,0,30,0,0,0
Gaming_480P-0d23,3.466,640,480,0,30,0,0,0
Gaming_480P-0dbc,2.973,720,480,0,30,0,0,0
Gaming_480P-14fc,3.822,854,480,0,30,0,0,0
Gaming_480P-1542,2.776,854,480,0,30,0,0,0
Gaming_480P-20ca,2.891,720,480,0,30,0,0,0
Gaming_480P-3a44,3.043,720,480,0,30,0,0,0
Gaming_480P-445b,3.714,640,480,0,30,0,0,0
Gaming_480P-4560,3.904,854,480,0,30,0,0,0
Gaming_480P-5a5a,3.478,854,480,0,30,0,0,0
Gaming_480P-61ee,3.631,640,480,0,30,0,0,0
Gaming_480P-626a,3.786,856,480,0,30,0,0,0
Gaming_480P-6491,3.013,720,480,0,30,0,0,0
Gaming_480P-6548,2.871,640,480,0,30,0,0,0
Gaming_480P-6a5a,3.468,854,480,0,30,0,0,0
Gaming_480P-6c92,2.348,864,480,0,30,0,0,0
Gaming_480P-6cdc,2.425,640,480,0,30,0,0,0
Gaming_480P-6d1e,2.674,566,480,0,30,0,0,0
Gaming_480P-6f4b,3.67,864,480,0,30,0,0,0
Gaming_480P-75f7,2.798,640,480,0,30,0,0,0
Gaming_480P-7a08,3.792,640,480,0,30,0,0,0
Gaming_480P-7e76,2.397,720,480,0,30,0,0,0
Gaming_720P-0fba,4.089,1280,720,0,30,0,0,0
Gaming_720P-0fdb,3.263,1280,720,0,30,0,0,0
Gaming_720P-103a,4.056,1280,720,0,30,0,0,0
Gaming_720P-1cbb,4.01,1280,720,0,30,0,0,0
Gaming_720P-221d,3.252,1280,720,0,30,0,0,0
Gaming_720P-25aa,2.952,1280,720,0,30,0,0,0
Gaming_720P-2dbe,4.327,1280,720,0,30,0,0,0
Gaming_720P-312f,3.826,1280,720,0,30,0,0,0
Gaming_720P-324d,3.145,3840,720,0,30,0,0,0
Gaming_720P-3524,3.11,1280,720,0,30,0,0,0
Gaming_720P-40b2,3.855,1280,720,0,30,0,0,0
Gaming_720P-469a,4.124,1280,720,0,30,0,0,0
Gaming_720P-493e,3.567,1280,720,0,30,0,0,0
Gaming_720P-4cda,3.62,1280,720,0,30,0,0,0
Gaming_720P-5973,4.067,1280,720,0,30,0,0,0
Gaming_720P-5ba2,4.281,1280,720,0,30,0,0,0
Gaming_720P-6403,4.023,1280,720,0,30,0,0,0
Gaming_720P-64b0,4.396,1280,720,0,30,0,0,0
Gaming_720P-6625,3.813,1280,720,0,30,0,0,0
Gaming_720P-6658,3.715,1280,720,0,30,0,0,0
Gaming_720P-6a45,3.967,1280,720,0,30,0,0,0
HDR_1080P-0d31,4.373,1920,1080,0,30,0,0,0
HDR_1080P-13eb,3.761,1920,1080,0,30,0,0,0
HDR_1080P-1be2,3.756,1920,1080,0,30,0,0,0
HDR_1080P-1e5b,1.242,1920,1080,0,30,0,0,0
HDR_1080P-206d,3.791,1920,1080,0,30,0,0,0
HDR_1080P-2d32,4.503,1920,1080,0,30,0,0,0
HDR_1080P-3181,3.777,1920,1080,0,30,0,0,0
HDR_1080P-33e3,4.45,1920,1080,0,30,0,0,0
HDR_1080P-3521,3.895,1920,1080,0,30,0,0,0
HDR_1080P-35f4,4.16,1920,1080,0,30,0,0,0
HDR_1080P-3749,4.08,1920,1080,0,30,0,0,0
HDR_1080P-3a4a,3.824,1920,1080,0,30,0,0,0
HDR_1080P-46a4,3.582,1920,1080,0,30,0,0,0
HDR_1080P-49d6,4.589,1920,1080,0,30,0,0,0
HDR_1080P-4f4a,3.51,1920,1080,0,30,0,0,0
HDR_1080P-548b,4.626,1920,1080,0,30,0,0,0
HDR_1080P-549e,4.064,1920,1080,0,30,0,0,0
HDR_1080P-55c4,4.106,1920,1080,0,30,0,0,0
HDR_1080P-601b,4.318,1920,1080,0,30,0,0,0
HDR_1080P-687e,2.629,1920,1080,0,30,0,0,0
HDR_1080P-68c8,3.804,1920,1080,0,30,0,0,0
HDR_1080P-69de,4.181,1920,1080,0,30,0,0,0
HDR_1080P-6eb7,4.046,1920,1080,0,30,0,0,0
HDR_1080P-7825,4.514,1920,1080,0,30,0,0,0
HDR_2160P-06ae,4.474,3840,2160,0,30,0,0,0
HDR_2160P-15e2,4.191,3840,2160,0,30,0,0,0
HDR_2160P-2a72,4.113,3840,2160,0,30,0,0,0
HDR_2160P-3663,4.34,3840,2160,0,30,0,0,0
HDR_2160P-40ab,4.105,3840,2160,0,30,0,0,0
HDR_2160P-4dcd,3.763,3840,2160,0,30,0,0,0
HDR_2160P-5275,4.206,3840,2160,0,30,0,0,0
HDR_2160P-5926,4.386,3840,2160,0,30,0,0,0
HDR_2160P-5e25,4.209,3840,2160,0,30,0,0,0
HDR_2160P-664d,3.753,3840,2160,0,30,0,0,0
HDR_2160P-6ed1,3.724,3840,2160,0,30,0,0,0
HDR_2160P-6eeb,4.402,4096,2160,0,30,0,0,0
HDR_2160P-6fab,3.443,3840,2160,0,30,0,0,0
HDR_2160P-70ca,3.905,3840,2160,0,30,0,0,0
HowTo_1080P-0267,4.234,1920,1080,0,30,0,0,0
HowTo_1080P-03fd,3.517,1920,1080,0,30,0,0,0
HowTo_1080P-13aa,4.336,1920,1080,0,30,0,0,0
HowTo_1080P-1f3b,4.185,1920,1080,0,30,0,0,0
HowTo_1080P-36a9,4.427,1920,1080,0,30,0,0,0
HowTo_1080P-4d7b,4.199,1920,1080,0,30,0,0,0
HowTo_1080P-52bb,4.272,1920,1080,0,30,0,0,0
HowTo_1080P-55d1,4.102,1920,1080,0,30,0,0,0
HowTo_1080P-63e4,3.948,1920,1080,0,30,0,0,0
HowTo_1080P-63ec,4.229,1920,1080,0,30,0,0,0
HowTo_1080P-64f7,4.454,1920,1080,0,30,0,0,0
HowTo_1080P-6cbf,1.915,1920,1080,0,30,0,0,0
HowTo_1080P-7399,4.194,1920,1080,0,30,0,0,0
HowTo_1080P-763c,3.957,1920,1080,0,30,0,0,0
HowTo_1080P-7cf2,3.717,1920,1080,0,30,0,0,0
HowTo_1080P-7f18,3.718,1920,1080,0,30,0,0,0
HowTo_360P-041c,3.214,640,360,0,30,0,0,0
HowTo_360P-0562,3.261,640,360,0,30,0,0,0
HowTo_360P-06be,3.601,640,360,0,30,0,0,0
HowTo_360P-09f8,2.951,640,360,0,30,0,0,0
HowTo_360P-127f,3.332,640,360,0,30,0,0,0
HowTo_360P-18e7,2.78,640,360,0,30,0,0,0
HowTo_360P-1dba,1.907,640,360,0,30,0,0,0
HowTo_360P-2074,3.536,640,360,0,30,0,0,0
HowTo_360P-2a3b,2.589,640,360,0,30,0,0,0
HowTo_360P-2d35,2.847,640,360,0,30,0,0,0
HowTo_360P-2fd5,2.049,640,360,0,30,0,0,0
HowTo_360P-3aa6,3.019,640,360,0,30,0,0,0
HowTo_360P-4276,3.448,640,360,0,30,0,0,0
HowTo_360P-4e4c,3.005,640,360,0,30,0,0,0
HowTo_360P-55e9,3.496,640,360,0,30,0,0,0
HowTo_360P-5da7,3.425,640,360,0,30,0,0,0
HowTo_360P-6093,3.205,640,360,0,30,0,0,0
HowTo_360P-6a0e,2.104,640,360,0,30,0,0,0
HowTo_360P-7dcd,3.035,640,360,0,30,0,0,0
HowTo_360P-7fb1,3.322,640,360,0,30,0,0,0
HowTo_480P-04f1,3.454,640,480,0,30,0,0,0
HowTo_480P-0cb3,3.592,640,480,0,30,0,0,0
HowTo_480P-0d00,3.998,640,480,0,30,0,0,0
HowTo_480P-0eb3,2.507,848,480,0,30,0,0,0
HowTo_480P-15c1,3.264,848,480,0,30,0,0,0
HowTo_480P-221e,3.283,640,480,0,30,0,0,0
HowTo_480P-2610,2.981,640,480,0,30,0,0,0
HowTo_480P-32c9,2.51,640,480,0,30,0,0,0
HowTo_480P-3435,3.93,640,480,0,30,0,0,0
HowTo_480P-470b,3.858,640,480,0,30,0,0,0
HowTo_480P-4948,2.551,640,480,0,30,0,0,0
HowTo_480P-4a28,3.659,720,480,0,30,0,0,0
HowTo_480P-4b6a,2.763,640,480,0,30,0,0,0
HowTo_480P-4c99,2.94,850,480,0,30,0,0,0
HowTo_480P-56a5,4.085,640,480,0,30,0,0,0
HowTo_480P-60b3,3.576,640,480,0,30,0,0,0
HowTo_480P-63a2,3.559,720,480,0,30,0,0,0
HowTo_480P-64a2,2.836,854,480,0,30,0,0,0
HowTo_480P-7c11,3.267,720,480,0,30,0,0,0
HowTo_720P-06eb,4.13,1280,720,0,30,0,0,0
HowTo_720P-0a67,4.315,1280,720,0,30,0,0,0
HowTo_720P-0b01,4.111,1280,720,0,30,0,0,0
HowTo_720P-12f7,3.3,1280,720,0,30,0,0,0
HowTo_720P-21c6,2.838,1280,720,0,30,0,0,0
HowTo_720P-269e,3.643,1280,720,0,30,0,0,0
HowTo_720P-37d0,4.429,1280,720,0,30,0,0,0
HowTo_720P-3813,3.072,1280,720,0,30,0,0,0
HowTo_720P-3a5d,2.536,1280,720,0,30,0,0,0
HowTo_720P-479b,3.62,1280,720,0,30,0,0,0
HowTo_720P-483c,3.485,1280,720,0,30,0,0,0
HowTo_720P-4d55,3.947,1280,720,0,30,0,0,0
HowTo_720P-4d9e,3.688,1280,720,0,30,0,0,0
HowTo_720P-6323,3.732,1280,720,0,30,0,0,0
HowTo_720P-6791,2.263,1280,720,0,30,0,0,0
HowTo_720P-7878,3.674,1280,720,0,30,0,0,0
HowTo_720P-7c38,4.074,1280,720,0,30,0,0,0
Lecture_1080P-011f,3.59,1440,1080,0,30,0,0,0
Lecture_1080P-0c8a,4.55,1920,1080,0,30,0,0,0
Lecture_1080P-1709,4.172,1920,1080,0,30,0,0,0
Lecture_1080P-1969,3.649,1920,1080,0,30,0,0,0
Lecture_360P-03bc,2.762,640,360,0,30,0,0,0
Lecture_360P-051a,2.64,480,360,0,30,0,0,0
Lecture_360P-114f,4.172,640,360,0,30,0,0,0
Lecture_360P-20c3,3.133,640,360,0,30,0,0,0
Lecture_360P-2276,3.742,640,360,0,30,0,0,0
Lecture_360P-27db,3.092,640,360,0,30,0,0,0
Lecture_360P-2c55,3.717,640,360,0,30,0,0,0
Lecture_360P-2d1f,3.62,640,360,0,30,0,0,0
Lecture_360P-30eb,3.35,640,360,0,30,0,0,0
Lecture_360P-311d,3.603,640,360,0,30,0,0,0
Lecture_360P-3590,3.703,640,360,0,30,0,0,0
Lecture_360P-44c2,3.389,640,360,0,30,0,0,0
Lecture_360P-4bb4,3.822,640,360,0,30,0,0,0
Lecture_360P-4f00,3.172,640,360,0,30,0,0,0
Lecture_360P-506c,3.168,640,360,0,30,0,0,0
Lecture_360P-5594,3.367,640,360,0,30,0,0,0
Lecture_360P-5aea,3.088,640,360,0,30,0,0,0
Lecture_360P-5d0a,3.416,640,360,0,30,0,0,0
Lecture_360P-6656,3.458,640,360,0,30,0,0,0
Lecture_360P-6d29,2.99,640,360,0,30,0,0,0
Lecture_360P-7550,3.033,640,360,0,30,0,0,0
Lecture_360P-7a57,3.493,640,360,0,30,0,0,0
Lecture_360P-7f7e,3.679,640,360,0,30,0,0,0
Lecture_480P-02f2,3.261,720,480,0,30,0,0,0
Lecture_480P-11df,3.514,720,480,0,30,0,0,0
Lecture_480P-181a,1.785,640,480,0,30,0,0,0
Lecture_480P-1ec3,3.186,720,480,0,30,0,0,0
Lecture_480P-2513,1.879,640,480,0,30,0,0,0
Lecture_480P-2655,3.261,640,480,0,30,0,0,0
Lecture_480P-2ed0,1.453,640,480,0,30,0,0,0
Lecture_480P-369f,4.193,856,480,0,30,0,0,0
Lecture_480P-41b7,3.328,640,480,0,30,0,0,0
Lecture_480P-4272,3.457,640,480,0,30,0,0,0
Lecture_480P-42c3,3.451,638,480,0,30,0,0,0
Lecture_480P-4bc3,3.93,854,480,0,30,0,0,0
Lecture_480P-4c86,3.666,720,480,0,30,0,0,0
Lecture_480P-5aee,2.606,352,480,0,30,0,0,0
Lecture_480P-5cd7,4.024,720,480,0,30,0,0,0
Lecture_480P-5f3a,2.324,352,480,0,30,0,0,0
Lecture_480P-6191,3.502,640,480,0,30,0,0,0
Lecture_480P-6b1e,3.368,640,480,0,30,0,0,0
Lecture_480P-71c0,3.249,640,480,0,30,0,0,0
Lecture_480P-71d6,3.275,640,480,0,30,0,0,0
Lecture_480P-7205,3.417,640,480,0,30,0,0,0
Lecture_480P-73f6,3.256,640,480,0,30,0,0,0
Lecture_480P-74cf,3.428,720,480,0,30,0,0,0
Lecture_480P-74ea,3.258,640,480,0,30,0,0,0
Lecture_480P-7d77,3.598,640,480,0,30,0,0,0
Lecture_480P-7e55,3.538,642,480,0,30,0,0,0
Lecture_480P-7eec,3.015,854,480,0,30,0,0,0
Lecture_720P-003a,3.812,1280,720,0,30,0,0,0
Lecture_720P-07e0,4.082,1280,720,0,30,0,0,0
Lecture_720P-094d,3.616,1280,720,0,30,0,0,0
Lecture_720P-0f64,3.58,1280,720,0,30,0,0,0
Lecture_720P-1033,3.541,1280,720,0,30,0,0,0
Lecture_720P-10bc,3.116,1280,720,0,30,0,0,0
Lecture_720P-11e7,2.569,1280,720,0,30,0,0,0
Lecture_720P-1e62,3.958,1280,720,0,30,0,0,0
Lecture_720P-1f22,4.233,1280,720,0,30,0,0,0
Lecture_720P-2442,3.39,1280,720,0,30,0,0,0
Lecture_720P-2b0f,3.852,1152,720,0,30,0,0,0
Lecture_720P-2f38,3.552,1280,720,0,30,0,0,0
Lecture_720P-2f8c,3.839,1280,720,0,30,0,0,0
Lecture_720P-3b7f,4.106,1280,720,0,30,0,0,0
Lecture_720P-3f9f,3.479,956,720,0,30,0,0,0
Lecture_720P-4c87,3.743,1280,720,0,30,0,0,0
Lecture_720P-50b9,3.579,1280,720,0,30,0,0,0
Lecture_720P-5120,4.295,1280,720,0,30,0,0,0
Lecture_720P-53a1,3.586,1280,720,0,30,0,0,0
Lecture_720P-5725,4.262,1280,720,0,30,0,0,0
Lecture_720P-5c7e,3.846,1280,720,0,30,0,0,0
Lecture_720P-6016,3.043,1280,720,0,30,0,0,0
Lecture_720P-6951,4.163,1280,720,0,30,0,0,0
Lecture_720P-7189,3.869,1280,720,0,30,0,0,0
Lecture_720P-7e40,4.246,1280,720,0,30,0,0,0
LiveMusic_1080P-14af,4.45,1920,1080,0,30,0,0,0
LiveMusic_1080P-157b,4.36,1920,1080,0,30,0,0,0
LiveMusic_1080P-21dd,3.819,1440,1080,0,30,0,0,0
